ticker,schemaVersion,modoNiveles,marcoCalculo,zonaLowManual,zonaHighManual,soporteManual,invalidationManual,resistenciaManual,liquidezManual,avwapPivotManual,avwapBreakoutManual,extendedTarget,asOf,fuenteDatos,swingSma20,swingSma50,swingTarget,pivotLowAnchorAt,breakoutAnchorAt,swingVerdict,swingDirection,swingScore,swingEntryGatePassed,stImpulseLow,stImpulseHigh,stImpulseLowAt,stImpulseHighAt,stFib618,stFib50,stFib1618,stZoneLow,stZoneHigh,stSupport20,stResistance20,stInvalidation,stPrimaryTarget,stExtendedTarget,stGeometryStatus,stMaturity,stEligible,stReasons,geriZoneLow,geriZoneHigh,geriInvalidation,geriActiveLevelKind,geriActiveLevelPrice,geriActiveLevelSequence,geriMaturity,geriTradeSide,geriBounceConfirmed,geriFastConfirmation,geriFourHourConfirmation,geriReasons,geriN1Kind,geriN1Price,geriN2Kind,geriN2Price,geriN3Kind,geriN3Price,swingInvalidationSources,supportState,supportConfirmationType,supportZoneLow,supportZoneCenter,supportZoneHigh,supportInvalidation,supportScore,supportReactionScore,supportReversalScore,supportActionabilityScore,supportZonePosition,supportSources,supportImpulseOrigin,supportImpulseOriginAt,supportImpulsePeak,supportImpulseAdvancePercent,supportFib50,supportFib618,supportFib786,supportReasons
GFR,3,MANUAL,DIARIO FIJO,6.0519,6.2543,5.9500,5.8608,7.1000,7.1600,6.1531,6.3201,8.2909,2026-09-04T20:00:00Z,ALPACA_DIRECTO,6.3860,6.1822,6.7734,2026-08-27T04:00:00Z,2026-08-12T04:00:00Z,WATCH,BULLISH,64.00,false,5.3300,7.1600,2026-06-18T04:00:00Z,2026-08-12T04:00:00Z,6.0291,6.2450,8.2909,6.0291,6.2450,5.8400,7.1600,5.7388,7.1600,8.2909,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,5.7752,5.8448,5.7403,SUPPORT,5.8100,3,EXTENDED,LONG,false,false,false,manual_monitor_only|impulse_extended_awaiting_pullback|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,6.1000,RESISTANCE,6.5090,SUPPORT,5.8100,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
COO,3,MANUAL,DIARIO FIJO,69.1270,70.6372,69.0750,68.0389,76.8200,78.1050,69.8821,73.8039,86.2410,2026-09-04T20:00:00Z,ALPACA_DIRECTO,73.7795,72.6452,72.6922,2026-09-01T04:00:00Z,2026-08-10T04:00:00Z,AVOID,BEARISH,30.00,false,64.9400,78.1050,2026-06-17T04:00:00Z,2026-08-19T04:00:00Z,69.9690,71.5225,86.2410,69.9690,71.5225,69.0750,78.1050,68.3199,78.1050,86.2410,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|base_gate_failed|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,71.0700,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,71.0700,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
OC,3,MANUAL,DIARIO FIJO,138.5577,143.0052,132.5850,130.5962,158.9200,159.8760,140.7814,146.8828,187.6767,2026-09-04T20:00:00Z,ALPACA_DIRECTO,146.7815,145.3016,154.9976,2026-08-20T04:00:00Z,2026-08-05T04:00:00Z,WATCH,BULLISH,30.00,false,114.9800,159.9100,2026-06-11T04:00:00Z,2026-06-30T04:00:00Z,132.1433,137.4450,187.6767,132.1433,137.4450,132.5850,159.8760,130.3613,159.8760,187.6767,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,SUPPORT,132.5850,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,135.8700,SUPPORT,132.5850,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
FDX,3,MANUAL,DIARIO FIJO,315.5257,323.3592,315.3250,310.5951,339.3500,341.6900,326.6329,328.8648,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,328.4665,319.4424,346.1898,2026-08-24T04:00:00Z,2026-08-13T04:00:00Z,WATCH,BULLISH,49.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,304.1800,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,313.7500,SUPPORT,304.1800,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
TTC,3,MANUAL,DIARIO FIJO,89.6904,92.3597,91.0250,89.6596,100.3500,100.8000,97.1001,97.4611,108.3775,2026-09-04T20:00:00Z,ALPACA_DIRECTO,97.8730,96.1750,100.8508,2026-08-20T04:00:00Z,2026-08-04T04:00:00Z,WATCH,BULLISH,21.00,false,88.5386,100.8000,2026-06-15T04:00:00Z,2026-08-26T04:00:00Z,93.2225,94.6693,108.3775,93.2225,94.6693,91.0250,100.8000,89.6904,100.8000,108.3775,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,90.2428,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,96.6400,SUPPORT,90.2428,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
TMUS,3,MANUAL,DIARIO FIJO,179.5421,183.6380,176.2200,173.5767,188.0200,189.8700,183.0047,181.2082,219.3695,2026-09-04T20:00:00Z,ALPACA_DIRECTO,181.5900,181.4180,197.4366,2026-08-27T04:00:00Z,2026-07-16T04:00:00Z,WATCH,BULLISH,64.00,false,165.6600,198.8550,2026-06-30T04:00:00Z,2026-07-17T04:00:00Z,178.3405,182.2575,219.3695,178.3405,182.2575,173.0950,189.8700,171.0470,189.8700,219.3695,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,180.6500,1,BUILDING,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:1:SUPPORT,SUPPORT,180.6500,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
ETN,3,MANUAL,DIARIO FIJO,408.5758,422.0691,384.7701,378.9985,459.9600,478.0000,404.8149,422.0337,552.0828,2026-09-04T20:00:00Z,ALPACA_DIRECTO,423.1240,415.3224,474.5830,2026-08-24T04:00:00Z,2026-08-11T04:00:00Z,WATCH,BULLISH,41.00,false,358.1250,478.0000,2026-07-29T04:00:00Z,2026-08-12T04:00:00Z,403.9173,418.0625,552.0828,403.9173,418.0625,384.7701,478.0000,378.0235,478.0000,552.0828,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|recovery_observation_watching,0,0,0,SUPPORT,384.7701,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,394.8900,SUPPORT,384.7701,SIN_DATO,0,SWING_DIARIO,LIQUIDITY_SWEEP,NONE,413.9731,415.5652,417.1573,403.8531,59.0000,51.6000,0.0000,25.2382,BELOW_ZONE,daily_sma50|weekly_sma10,358.1250,2026-07-29T04:00:00Z,478.0000,33.4729,0,0,0,liquidity_sweep_waiting_for_reclaim
ENR,3,MANUAL,DIARIO FIJO,20.9602,21.8135,20.2400,19.9364,22.7700,23.0300,20.9588,21.8812,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,21.8245,21.3868,23.7872,2026-09-01T04:00:00Z,2026-08-05T04:00:00Z,WATCH,BULLISH,31.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,RESISTANCE,23.0950,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,21.0000,RESISTANCE,23.0950,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
SHOO,3,MANUAL,DIARIO FIJO,43.7153,44.9814,41.4000,40.7790,48.8800,49.3350,42.3571,46.1841,56.7699,2026-09-04T20:00:00Z,ALPACA_DIRECTO,45.4950,44.3483,49.4820,2026-09-01T04:00:00Z,2026-07-30T04:00:00Z,WATCH,BULLISH,37.00,false,38.2600,49.7000,2026-07-08T04:00:00Z,2026-08-06T04:00:00Z,42.6301,43.9800,56.7699,42.6301,43.9800,41.4000,49.3350,40.7670,49.3350,56.7699,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,SUPPORT,41.9900,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,42.6700,SUPPORT,41.9900,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
FWRG,3,MANUAL,DIARIO FIJO,11.9087,12.4646,11.6300,11.4556,13.1700,13.4000,12.1866,12.5469,15.3951,2026-09-04T20:00:00Z,ALPACA_DIRECTO,12.4588,12.5552,13.2088,2026-08-27T04:00:00Z,2026-07-01T04:00:00Z,WATCH,BULLISH,13.00,false,10.8000,13.6400,2026-06-11T04:00:00Z,2026-07-01T04:00:00Z,11.8849,12.2200,15.3951,11.8849,12.2200,11.5300,13.4000,11.2521,13.4000,15.3951,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,11.4195,11.6405,11.3090,SUPPORT,11.5300,3,ARMED,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,12.0900,RESISTANCE,12.5150,SUPPORT,11.5300,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
FIS,3,MANUAL,DIARIO FIJO,41.3304,42.4829,40.0850,39.4837,44.1300,44.3900,41.6651,42.5734,52.9124,2026-09-04T20:00:00Z,ALPACA_DIRECTO,41.5540,41.9066,46.7326,2026-09-01T04:00:00Z,2026-07-29T04:00:00Z,WATCH,BULLISH,3.00,false,37.4200,46.9950,2026-06-22T04:00:00Z,2026-07-29T04:00:00Z,41.0777,42.2075,52.9124,41.0777,42.2075,40.0850,44.3900,39.5088,44.3900,52.9124,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|recovery_observation_watching,0,0,0,RESISTANCE,46.1900,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,45.3200,RESISTANCE,46.1900,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
ETD,3,MANUAL,DIARIO FIJO,22.4380,23.2960,21.2250,20.9066,24.7100,25.1300,23.4419,22.9757,27.7750,2026-09-04T20:00:00Z,ALPACA_DIRECTO,23.1900,22.8670,25.6568,2026-08-31T04:00:00Z,2026-06-24T04:00:00Z,WATCH,BULLISH,22.00,false,20.8500,25.1300,2026-06-22T04:00:00Z,2026-09-02T04:00:00Z,22.4850,22.9900,27.7750,22.4850,22.9900,21.2250,25.1300,20.7960,25.1300,27.7750,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,21.2250,1,BUILDING,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:1:SUPPORT,SUPPORT,21.2250,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
COUR,3,MANUAL,DIARIO FIJO,5.6533,5.9288,5.7500,5.6638,6.5200,6.6350,6.0151,6.2339,7.6145,2026-09-04T20:00:00Z,ALPACA_DIRECTO,5.9645,5.7910,6.0274,2026-08-12T04:00:00Z,2026-08-28T04:00:00Z,WATCH,BULLISH,63.00,false,5.0500,6.6350,2026-07-30T04:00:00Z,2026-08-28T04:00:00Z,5.6555,5.8425,7.6145,5.6555,5.8425,5.5000,6.6350,5.3623,6.6350,7.6145,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,5.0500,4,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:4:SUPPORT,RESISTANCE,5.9800,SUPPORT,5.8050,RESISTANCE,6.4000,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
VAC,3,MANUAL,DIARIO FIJO,105.4015,110.2526,98.2101,96.7369,123.4700,131.3400,107.8270,113.4186,157.8955,2026-09-04T20:00:00Z,ALPACA_DIRECTO,111.9970,105.1390,126.4612,2026-08-20T04:00:00Z,2026-08-06T04:00:00Z,WATCH,BULLISH,25.00,false,88.3700,131.3400,2026-06-11T04:00:00Z,2026-08-07T04:00:00Z,104.7845,109.8550,157.8955,104.7845,109.8550,98.2101,124.1200,95.7846,124.1200,157.8955,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,96.7450,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,105.3950,SUPPORT,96.7450,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
VTR,3,MANUAL,DIARIO FIJO,89.2557,91.0444,90.1500,88.7978,93.8300,94.5000,91.5482,92.8525,114.4451,2026-09-04T20:00:00Z,ALPACA_DIRECTO,91.6435,92.8384,93.1844,2026-08-31T04:00:00Z,2026-07-24T04:00:00Z,AVOID,BEARISH,19.00,false,80.8150,101.6000,2026-06-22T04:00:00Z,2026-07-28T04:00:00Z,88.7549,91.2075,114.4451,88.7549,91.2075,86.9200,94.5000,86.0256,94.5000,114.4451,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,97.9300,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,96.9200,RESISTANCE,97.9300,SIN_DATO,0,SWING_DIARIO,BASE_BUILDING,NONE,89.6367,90.2026,90.8889,88.2951,79.0000,39.6000,0.0000,41.5100,IN_ZONE,pivot_daily_374|fib_0500|fib_0618|round_number,80.8150,2026-06-22T04:00:00Z,101.6000,25.7192,90.7100,89.8156,88.5421,consolidation_above_key_support|base_requires_breakout_confirmation
AOS,3,MANUAL,DIARIO FIJO,59.0095,60.6241,58.4100,57.5339,63.9800,64.3200,59.8168,61.6589,69.4915,2026-09-04T20:00:00Z,ALPACA_DIRECTO,61.6240,61.3236,66.3722,2026-09-01T04:00:00Z,2026-07-28T04:00:00Z,WATCH,BULLISH,51.00,false,57.1300,64.7700,2026-06-23T04:00:00Z,2026-07-30T04:00:00Z,60.0485,60.9500,69.4915,60.0485,60.9500,58.4100,64.0900,57.6027,64.0900,69.4915,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,RESISTANCE,64.3200,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,59.0500,RESISTANCE,64.3200,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
HIW,3,MANUAL,DIARIO FIJO,30.9078,31.4763,30.1100,29.6584,31.9100,32.0700,30.8604,32.0734,39.7517,2026-09-04T20:00:00Z,ALPACA_DIRECTO,31.1920,31.8578,34.2232,2026-09-01T04:00:00Z,2026-07-29T04:00:00Z,AVOID,BEARISH,3.00,false,28.4500,35.4350,2026-06-17T04:00:00Z,2026-07-29T04:00:00Z,31.1183,31.9425,39.7517,31.1183,31.9425,30.1100,32.0700,29.8257,32.0700,39.7517,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,RESISTANCE,31.5250,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,31.5250,SIN_DATO,0,SIN_DATO,0,SWING_DIARIO,RECLAIMED,SWEEP_RECLAIM,30.5831,30.6783,30.7735,30.1568,59.0000,100.0000,35.0000,55.1611,ABOVE_ZONE,pivot_daily_360|fib_0786,28.5350,2026-06-25T04:00:00Z,35.4350,24.1808,31.1800,30.9888,30.7167,liquidity_sweep_below_support|support_reclaimed_on_close|reaction_not_yet_trend_reversal
CBRS,3,MANUAL,DIARIO FIJO,203.6052,218.2702,168.7000,166.1695,262.0600,265.6300,197.2498,210.9377,330.4087,2026-09-04T20:00:00Z,ALPACA_DIRECTO,206.4753,203.0083,297.4810,2026-09-02T04:00:00Z,2026-08-12T04:00:00Z,WATCH,BULLISH,52.00,false,160.8101,265.6300,2026-06-26T04:00:00Z,2026-08-12T04:00:00Z,200.8513,213.2201,330.4087,200.8513,213.2201,168.7000,265.6300,161.3675,265.6300,330.4087,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,SUPPORT,168.7000,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,210.2200,SUPPORT,168.7000,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
NMRK,3,MANUAL,DIARIO FIJO,15.0799,15.6567,14.4600,14.2431,16.4200,16.4500,14.9288,15.5380,17.8961,2026-09-04T20:00:00Z,ALPACA_DIRECTO,15.3683,15.3753,17.2488,2026-09-02T04:00:00Z,2026-08-19T04:00:00Z,WATCH,BULLISH,4.00,false,14.1100,16.4500,2026-08-10T04:00:00Z,2026-08-19T04:00:00Z,15.0039,15.2800,17.8961,15.0039,15.2800,14.1100,16.4500,13.8216,16.4500,17.8961,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,14.0075,14.2125,13.9049,SUPPORT,14.1100,3,EXTENDED,LONG,false,false,false,manual_monitor_only|impulse_extended_awaiting_pullback|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,14.7350,RESISTANCE,15.8950,SUPPORT,14.1100,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
UHAL,3,MANUAL,DIARIO FIJO,65.4796,67.0805,66.2800,65.2858,75.2700,76.1800,69.1503,71.4406,86.0661,2026-09-04T20:00:00Z,ALPACA_DIRECTO,70.7105,70.3278,70.7284,2026-08-19T04:00:00Z,2026-08-06T04:00:00Z,AVOID,BEARISH,26.00,false,60.8900,76.4500,2026-06-17T04:00:00Z,2026-08-06T04:00:00Z,66.8339,68.6700,86.0661,66.8339,68.6700,66.2800,75.8800,65.4796,75.8800,86.0661,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,68.0100,2,BUILDING,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,66.7850,RESISTANCE,68.0100,SIN_DATO,0,SWING_DIARIO,NO_NEARBY_SUPPORT,NONE,0,0,0,0,0,0,0,0,NO_ZONE,SIN_DATO,64.5000,2026-07-08T04:00:00Z,76.4500,18.5271,73.2150,72.4515,71.3646,no_actionable_support_within_distance
CHD,3,MANUAL,DIARIO FIJO,98.2940,100.2629,97.7200,96.2542,103.3000,103.6600,100.4725,100.9206,110.8855,2026-09-04T20:00:00Z,ALPACA_DIRECTO,100.4760,99.2784,103.2316,2026-08-21T04:00:00Z,2026-08-04T04:00:00Z,WATCH,BULLISH,50.00,false,93.6700,104.3100,2026-06-22T04:00:00Z,2026-08-06T04:00:00Z,97.7345,98.9900,110.8855,97.7345,98.9900,96.2700,103.6600,95.2855,103.6600,110.8855,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,94.8800,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,101.6800,SUPPORT,94.8800,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
DEA,3,MANUAL,DIARIO FIJO,24.3563,24.7657,24.0100,23.6499,25.1000,25.2100,24.6129,24.8590,27.8571,2026-09-04T20:00:00Z,ALPACA_DIRECTO,24.5610,24.8644,25.6602,2026-08-20T04:00:00Z,2026-07-02T04:00:00Z,WATCH,BULLISH,0.00,false,22.8900,25.9599,2026-06-25T04:00:00Z,2026-07-17T04:00:00Z,24.0627,24.4250,27.8571,24.0627,24.4250,23.8000,25.2100,23.5953,25.2100,27.8571,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,25.5500,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,25.1400,RESISTANCE,25.5500,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
CHDN,3,MANUAL,DIARIO FIJO,86.0021,88.8241,85.7100,84.4244,93.7100,94.8550,88.3406,89.4259,104.4062,2026-09-04T20:00:00Z,ALPACA_DIRECTO,89.2138,87.4131,92.3762,2026-09-01T04:00:00Z,2026-08-20T04:00:00Z,WATCH,BULLISH,63.00,false,79.4000,94.8550,2026-07-30T04:00:00Z,2026-08-24T04:00:00Z,85.3038,87.1275,104.4062,85.3038,87.1275,85.6890,94.8550,84.2780,94.8550,104.4062,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,79.4000,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,89.6300,SUPPORT,79.4000,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
UHAL.B,3,MANUAL,DIARIO FIJO,57.4883,58.8318,58.1600,57.2876,66.0200,66.7000,62.4543,63.1470,75.0391,2026-09-04T20:00:00Z,ALPACA_DIRECTO,62.2245,61.7956,62.2448,2026-08-12T04:00:00Z,2026-08-06T04:00:00Z,AVOID,BEARISH,26.00,false,53.7300,66.9000,2026-06-17T04:00:00Z,2026-08-06T04:00:00Z,58.7609,60.3150,75.0391,58.7609,60.3150,58.1600,66.4600,57.4882,66.4600,75.0391,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,RESISTANCE,59.8000,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,59.8000,SIN_DATO,0,SIN_DATO,0,SWING_DIARIO,NO_NEARBY_SUPPORT,NONE,0,0,0,0,0,0,0,0,NO_ZONE,SIN_DATO,56.6400,2026-07-08T04:00:00Z,66.9000,18.1144,0,0,0,no_actionable_support_within_distance
